temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation
23.7,28,81.0,37.0,225.1,44.0,0.5,0.2
23.1,33,5.0,1.0,18.4,4.0,1.8,0.1
21.6,39,0.0,0.0,0.0,0.0,3.2,0.0
21.3,38,0.0,0.0,0.0,0.0,1.9,0.0
20.4,28,0.0,0.0,0.0,0.0,0.8,0.0
19.6,29,0.0,0.0,0.0,0.0,1.5,0.0
19.3,49,0.0,0.0,0.0,0.0,1.1,0.0
19.6,34,0.0,0.0,0.0,0.0,3.1,0.0
18.9,35,0.0,0.0,0.0,0.0,3.3,0.0
18.7,30,0.0,0.0,0.0,0.0,3.8,0.0
17.7,29,6.0,1.0,17.9,5.0,5.1,0.0
19.9,27,94.0,46.0,275.6,48.0,3.7,0.0
21.6,12,257.0,175.0,502.9,82.0,3.3,0.0
22.9,4,453.0,343.0,656.1,110.0,3.9,0.0
24.5,3,641.0,520.0,765.4,121.0,3.0,0.0
25.9,6,801.0,672.0,832.5,129.0,1.3,0.0
26.8,2,900.0,763.0,850.1,137.0,3.9,0.0
27.5,0,948.0,809.0,856.9,139.0,5.3,0.0
27.6,0,949.0,810.0,858.3,139.0,7.7,0.0
27.3,0,893.0,757.0,844.4,136.0,9.5,0.0
26.3,0,784.0,656.0,814.2,128.0,10.2,0.0
25.5,0,633.0,515.0,760.3,118.0,8.8,0.0
24.8,0,456.0,354.0,680.3,102.0,6.6,0.0
24.0,0,270.0,189.0,547.4,81.0,4.7,0.0
23.5,0,102.0,55.0,335.2,47.0,2.3,0.0
22.4,0,7.0,2.0,36.8,5.0,0.8,0.0
21.3,0,0.0,0.0,0.0,0.0,0.8,0.0
20.2,0,0.0,0.0,0.0,0.0,0.8,0.0
19.0,0,0.0,0.0,0.0,0.0,2.5,0.0
18.1,0,0.0,0.0,0.0,0.0,2.1,0.0
16.3,0,0.0,0.0,0.0,0.0,1.6,0.0
16.7,1,0.0,0.0,0.0,0.0,2.3,0.0
15.3,0,0.0,0.0,0.0,0.0,3.6,0.0
14.3,1,0.0,0.0,0.0,0.0,2.4,0.0
14.6,1,7.0,2.0,36.3,5.0,1.6,0.0
16.8,0,108.0,60.0,362.4,48.0,1.8,0.0
19.8,0,282.0,202.0,582.6,80.0,1.1,0.0
23.0,0,472.0,371.0,711.2,101.0,2.5,0.0
25.7,0,652.0,536.0,790.0,116.0,2.3,0.0
27.4,0,801.0,675.0,837.0,126.0,1.8,0.0
28.5,0,908.0,775.0,864.1,133.0,3.7,0.0
29.3,0,963.0,826.0,875.4,137.0,4.4,0.0
29.8,0,962.0,825.0,874.5,137.0,5.1,0.0
31.1,0,906.0,772.0,861.3,134.0,8.1,0.0
29.8,0,800.0,673.0,835.5,127.0,9.7,0.0
29.1,0,649.0,534.0,788.5,115.0,8.8,0.0
28.5,0,468.0,367.0,705.6,101.0,6.9,0.0
27.7,0,280.0,200.0,579.8,80.0,5.8,0.0
24.4,0,106.0,59.0,360.5,47.0,5.9,0.0
24.7,0,7.0,2.0,37.0,5.0,5.2,0.0
24.5,0,0.0,0.0,0.0,0.0,1.0,0.0
22.7,0,0.0,0.0,0.0,0.0,4.3,0.0
20.9,0,0.0,0.0,0.0,0.0,1.1,0.0
19.6,0,0.0,0.0,0.0,0.0,4.3,0.0
18.7,0,0.0,0.0,0.0,0.0,5.3,0.0
18.9,0,0.0,0.0,0.0,0.0,5.5,0.0
17.7,0,0.0,0.0,0.0,0.0,6.2,0.0
17.3,0,0.0,0.0,0.0,0.0,5.5,0.0
16.9,0,7.0,2.0,36.8,5.0,5.2,0.0
18.0,0,103.0,56.0,341.2,47.0,4.2,0.0
20.9,0,273.0,193.0,558.8,80.0,3.1,0.0
23.8,0,461.0,359.0,689.7,102.0,3.4,0.0
25.9,0,636.0,519.0,766.1,117.0,3.2,0.0
27.4,0,784.0,657.0,815.5,127.0,3.2,0.0
28.2,0,889.0,754.0,841.3,135.0,6.1,0.0
28.6,0,941.0,801.0,849.4,140.0,8.4,0.0
28.6,0,940.0,801.0,849.4,139.0,8.6,0.0
29.0,0,886.0,750.0,837.1,136.0,9.4,0.0
28.4,0,772.0,643.0,798.5,129.0,9.4,0.0
27.7,0,630.0,514.0,759.3,116.0,9.4,0.0
26.8,0,454.0,353.0,679.0,101.0,7.6,0.0
25.8,0,269.0,189.0,548.4,80.0,5.0,0.0
23.3,0,101.0,55.0,337.0,46.0,4.5,0.0
21.3,0,7.0,1.0,18.6,6.0,6.4,0.0
22.7,0,0.0,0.0,0.0,0.0,4.0,0.0
21.7,0,0.0,0.0,0.0,0.0,2.6,0.0
20.5,0,0.0,0.0,0.0,0.0,1.0,0.0
19.1,0,0.0,0.0,0.0,0.0,1.5,0.0
17.8,0,0.0,0.0,0.0,0.0,2.6,0.0
17.6,0,0.0,0.0,0.0,0.0,4.8,0.0
16.7,0,0.0,0.0,0.0,0.0,4.8,0.0
16.5,0,0.0,0.0,0.0,0.0,3.7,0.0
16.0,0,6.0,1.0,18.6,5.0,4.0,0.0
17.4,0,102.0,55.0,338.2,47.0,2.5,0.0
20.6,0,270.0,190.0,552.3,80.0,4.6,0.0
23.6,0,456.0,353.0,679.8,103.0,5.4,0.0
25.6,0,630.0,512.0,756.9,118.0,2.2,0.0
26.9,1,776.0,647.0,804.0,129.0,3.6,0.0
27.6,1,880.0,742.0,828.6,138.0,6.5,0.0
27.9,0,936.0,796.0,844.6,140.0,9.0,0.0
27.6,0,936.0,795.0,843.5,141.0,10.1,0.0
27.9,0,881.0,744.0,830.7,137.0,10.9,0.0
27.2,0,776.0,649.0,806.3,127.0,9.4,0.0
26.3,0,629.0,512.0,756.7,117.0,9.0,0.0
25.1,0,455.0,354.0,681.4,101.0,7.2,0.0
24.0,0,270.0,189.0,549.1,81.0,5.2,0.0
21.8,0,101.0,55.0,338.1,46.0,4.5,0.0
20.4,0,6.0,1.0,18.7,5.0,5.1,0.0
20.2,0,0.0,0.0,0.0,0.0,3.6,0.0
20.3,0,0.0,0.0,0.0,0.0,1.8,0.0
19.5,0,0.0,0.0,0.0,0.0,0.8,0.0
18.6,0,0.0,0.0,0.0,0.0,0.4,0.0
17.7,0,0.0,0.0,0.0,0.0,0.5,0.0
17.2,2,0.0,0.0,0.0,0.0,2.3,0.0
16.7,35,0.0,0.0,0.0,0.0,1.3,0.0
16.4,22,0.0,0.0,0.0,0.0,3.5,0.0
16.3,17,6.0,1.0,18.9,5.0,3.9,0.0
18.0,6,95.0,47.0,291.8,48.0,2.8,0.0
20.4,3,262.0,179.0,522.5,83.0,0.8,0.0
22.3,0,451.0,345.0,666.0,106.0,1.6,0.0
23.8,0,633.0,513.0,759.7,120.0,1.8,0.0
25.2,0,781.0,651.0,809.9,130.0,1.8,0.0
26.3,7,886.0,745.0,832.7,141.0,3.1,0.0
27.0,7,937.0,790.0,838.7,147.0,4.6,0.0
27.1,14,917.0,771.0,818.4,146.0,6.2,0.0
27.3,3,848.0,694.0,775.2,154.0,7.2,0.0
27.0,6,740.0,597.0,742.0,143.0,7.8,0.0
26.5,1,606.0,481.0,711.2,125.0,7.5,0.0
25.9,1,445.0,340.0,655.0,105.0,7.1,0.0
25.1,0,266.0,185.0,538.3,81.0,4.7,0.0
22.7,0,101.0,54.0,333.3,47.0,5.4,0.0
22.3,0,6.0,1.0,18.8,5.0,5.2,0.0
21.5,0,0.0,0.0,0.0,0.0,4.0,0.0
20.4,0,0.0,0.0,0.0,0.0,2.9,0.0
20.0,0,0.0,0.0,0.0,0.0,1.8,0.0
19.2,0,0.0,0.0,0.0,0.0,1.3,0.0
18.5,0,0.0,0.0,0.0,0.0,2.6,0.0
18.7,0,0.0,0.0,0.0,0.0,1.9,0.0
17.9,1,0.0,0.0,0.0,0.0,1.6,0.0
17.0,0,0.0,0.0,0.0,0.0,2.6,0.0
16.5,0,6.0,1.0,19.2,5.0,3.8,0.0
17.9,1,99.0,53.0,332.4,46.0,0.7,0.0
20.3,0,269.0,189.0,554.1,80.0,0.7,0.0
22.6,0,456.0,355.0,687.1,101.0,2.0,0.0
24.2,0,632.0,516.0,765.4,116.0,1.9,0.0
25.6,0,780.0,653.0,813.4,127.0,1.1,0.0
26.9,0,879.0,743.0,831.2,136.0,2.2,0.0
27.7,2,926.0,790.0,839.3,136.0,5.4,0.0
27.8,3,938.0,797.0,846.5,141.0,8.4,0.0
27.6,10,864.0,718.0,802.4,146.0,11.6,0.0
27.1,27,686.0,508.0,631.7,178.0,10.8,0.0
26.4,28,504.0,344.0,509.0,160.0,9.3,0.0
25.9,22,370.0,259.0,499.4,111.0,7.4,0.0
25.0,11,215.0,139.0,405.1,76.0,5.8,0.0
23.3,7,90.0,46.0,285.2,44.0,3.4,0.0
21.3,4,6.0,1.0,18.9,5.0,5.1,0.0
20.4,2,0.0,0.0,0.0,0.0,5.1,0.0
19.9,2,0.0,0.0,0.0,0.0,4.7,0.0
19.6,20,0.0,0.0,0.0,0.0,3.3,0.0
19.1,41,0.0,0.0,0.0,0.0,3.7,0.0
18.6,48,0.0,0.0,0.0,0.0,4.3,0.0
18.3,45,0.0,0.0,0.0,0.0,5.8,0.0
18.1,60,0.0,0.0,0.0,0.0,4.8,0.0
17.5,26,0.0,0.0,0.0,0.0,5.1,0.0
17.5,100,5.0,1.0,19.5,4.0,4.0,0.0
19.7,35,86.0,45.0,285.3,41.0,1.5,0.0
21.1,17,237.0,157.0,462.4,80.0,4.1,0.0
22.7,59,388.0,282.0,547.3,106.0,1.6,0.0
24.0,91,527.0,369.0,548.4,158.0,1.8,0.0
25.0,86,591.0,417.0,520.1,174.0,2.8,0.0
26.2,92,679.0,459.0,514.0,220.0,2.5,0.0
27.0,100,709.0,532.0,565.6,177.0,6.4,0.0
26.7,71,756.0,517.0,549.4,239.0,8.9,0.0
26.2,35,639.0,365.0,408.1,274.0,9.2,0.0
25.7,46,528.0,325.0,404.4,203.0,8.3,0.0
25.8,42,433.0,277.0,410.1,156.0,5.5,0.0
25.4,75,213.0,89.0,171.8,124.0,4.7,0.0
25.3,55,137.0,50.0,146.0,87.0,3.0,0.0
24.1,31,54.0,18.0,112.2,36.0,2.7,0.0
22.5,26,4.0,1.0,19.1,3.0,4.2,0.0
21.5,25,0.0,0.0,0.0,0.0,4.5,0.0
20.6,26,0.0,0.0,0.0,0.0,3.4,0.0
19.8,30,0.0,0.0,0.0,0.0,4.2,0.0
19.9,24,0.0,0.0,0.0,0.0,3.5,0.0
19.7,27,0.0,0.0,0.0,0.0,2.3,0.0
18.9,27,0.0,0.0,0.0,0.0,4.7,0.0
18.5,16,0.0,0.0,0.0,0.0,5.2,0.0
19.1,13,0.0,0.0,0.0,0.0,2.9,0.0
19.3,21,4.0,0.0,0.0,4.0,2.5,0.0
20.8,28,73.0,30.0,192.4,43.0,1.9,0.0
22.0,29,222.0,133.0,393.6,89.0,2.3,0.0
23.1,30,386.0,264.0,513.8,122.0,2.1,0.0
24.3,35,520.0,379.0,564.3,141.0,3.1,0.0
25.5,30,594.0,416.0,519.5,178.0,3.4,0.0
26.8,34,675.0,431.0,483.1,244.0,3.4,0.0
27.5,26,687.0,428.0,455.4,259.0,2.3,0.0
28.5,41,768.0,539.0,573.2,229.0,4.7,0.0
27.9,59,707.0,499.0,558.3,208.0,10.2,0.0
27.2,62,629.0,433.0,539.1,196.0,10.1,0.0
26.6,66,388.0,223.0,330.4,165.0,8.0,0.0
25.6,44,265.0,146.0,282.1,119.0,6.5,0.0
25.3,23,158.0,70.0,204.9,88.0,4.5,0.0
24.2,16,81.0,37.0,231.9,44.0,3.3,0.0
23.4,14,5.0,1.0,19.2,4.0,4.3,0.0
23.4,13,0.0,0.0,0.0,0.0,3.3,0.0
22.6,20,0.0,0.0,0.0,0.0,1.8,0.0
21.8,21,0.0,0.0,0.0,0.0,1.1,0.0
19.5,26,0.0,0.0,0.0,0.0,3.6,0.0
19.6,30,0.0,0.0,0.0,0.0,3.7,0.0
20.2,23,0.0,0.0,0.0,0.0,3.1,0.0
19.8,23,0.0,0.0,0.0,0.0,3.3,0.0
19.0,24,0.0,0.0,0.0,0.0,3.8,0.0
18.8,27,4.0,1.0,20.3,3.0,2.5,0.0
21.0,26,82.0,38.0,246.6,44.0,1.8,0.0
22.4,21,238.0,146.0,434.2,92.0,1.5,0.0
24.0,29,428.0,315.0,614.9,113.0,2.5,0.0
26.1,66,565.0,410.0,611.6,155.0,1.5,0.0
27.5,72,573.0,313.0,391.4,260.0,1.6,0.0
28.2,59,611.0,272.0,305.2,339.0,2.7,0.0
29.3,47,770.0,478.0,509.0,292.0,2.1,0.0
30.1,33,792.0,620.0,659.8,172.0,4.0,0.0
29.2,91,630.0,438.0,490.4,192.0,9.0,0.0
27.9,66,564.0,372.0,463.5,192.0,9.0,0.1
27.4,49,464.0,307.0,455.3,157.0,7.3,0.1
26.6,33,293.0,170.0,329.0,123.0,6.5,0.0
25.7,49,180.0,102.0,299.2,78.0,7.4,0.0
24.2,42,77.0,35.0,220.7,42.0,3.6,0.0
22.6,51,5.0,1.0,19.4,4.0,4.3,0.0
22.2,94,0.0,0.0,0.0,0.0,3.8,0.0
21.5,91,0.0,0.0,0.0,0.0,4.0,0.0
21.3,47,0.0,0.0,0.0,0.0,2.9,0.0
20.4,43,0.0,0.0,0.0,0.0,4.3,0.0
20.3,33,0.0,0.0,0.0,0.0,4.0,0.0
20.3,30,0.0,0.0,0.0,0.0,5.5,0.0
20.2,40,0.0,0.0,0.0,0.0,4.2,0.0
20.3,31,0.0,0.0,0.0,0.0,3.7,0.1
20.4,87,4.0,0.0,0.0,4.0,2.9,0.1
21.9,39,67.0,28.0,184.0,39.0,3.7,0.0
23.0,28,209.0,128.0,382.7,81.0,4.0,0.0
24.3,42,392.0,276.0,540.4,116.0,2.8,0.0
25.7,33,555.0,407.0,608.4,148.0,2.2,0.0
27.2,34,691.0,516.0,646.2,175.0,3.3,0.0
28.0,42,658.0,326.0,366.2,332.0,5.4,0.0
28.8,86,802.0,538.0,573.4,264.0,8.0,0.0
28.1,92,765.0,392.0,417.5,373.0,10.8,0.0
27.4,57,621.0,238.0,266.6,383.0,11.1,0.0
26.2,70,257.0,20.0,24.9,237.0,12.3,0.1
26.2,62,256.0,50.0,74.2,206.0,10.6,0.0
25.5,96,173.0,43.0,83.3,130.0,9.8,0.0
24.9,71,102.0,32.0,94.1,70.0,7.7,0.0
24.2,51,35.0,11.0,69.8,24.0,5.4,0.0
22.7,38,3.0,0.0,0.0,3.0,4.1,0.0
21.8,74,0.0,0.0,0.0,0.0,3.3,0.0
21.8,90,0.0,0.0,0.0,0.0,2.5,0.0
21.2,84,0.0,0.0,0.0,0.0,2.0,0.0
21.2,74,0.0,0.0,0.0,0.0,2.3,0.0
21.4,72,0.0,0.0,0.0,0.0,1.9,0.0
20.9,63,0.0,0.0,0.0,0.0,4.2,0.0
20.7,67,0.0,0.0,0.0,0.0,3.7,0.1
20.9,47,0.0,0.0,0.0,0.0,1.3,0.1
20.4,62,3.0,0.0,0.0,3.0,2.4,0.1
21.4,79,62.0,20.0,133.1,42.0,3.9,0.0
22.5,36,153.0,55.0,165.3,98.0,3.6,0.0
24.1,24,375.0,237.0,465.5,138.0,2.4,0.0
25.3,20,496.0,350.0,524.2,146.0,3.0,0.0
26.4,26,572.0,431.0,540.6,141.0,4.4,0.0
27.9,70,692.0,508.0,571.2,184.0,6.0,0.0
28.1,100,703.0,437.0,466.2,266.0,8.6,0.0
27.1,76,562.0,221.0,235.5,341.0,10.4,0.1
27.0,29,537.0,222.0,248.9,315.0,10.8,0.0
27.1,54,530.0,306.0,381.9,224.0,11.4,0.0
26.4,41,395.0,198.0,294.3,197.0,9.0,0.0
26.0,38,357.0,221.0,429.0,136.0,7.2,0.0
25.0,15,196.0,119.0,351.0,77.0,6.2,0.0
23.6,3,81.0,40.0,255.9,41.0,3.3,0.0
22.4,2,5.0,1.0,19.9,4.0,4.6,0.0
22.2,3,0.0,0.0,0.0,0.0,2.3,0.0
20.7,23,0.0,0.0,0.0,0.0,3.4,0.0
20.1,34,0.0,0.0,0.0,0.0,3.7,0.0
20.0,34,0.0,0.0,0.0,0.0,3.6,0.0
20.3,29,0.0,0.0,0.0,0.0,3.8,0.0
19.3,23,0.0,0.0,0.0,0.0,4.4,0.0
18.5,10,0.0,0.0,0.0,0.0,5.2,0.0
19.1,21,0.0,0.0,0.0,0.0,4.3,0.0
19.0,16,4.0,1.0,21.5,3.0,3.1,0.0
20.2,6,82.0,41.0,276.6,41.0,1.9,0.0
22.2,5,241.0,161.0,486.6,80.0,4.2,0.0
23.6,3,422.0,318.0,626.6,104.0,4.2,0.0
25.0,25,602.0,481.0,722.0,121.0,1.0,0.0
26.9,57,751.0,616.0,773.8,135.0,2.1,0.0
28.4,61,776.0,575.0,647.3,201.0,3.4,0.0
28.5,59,816.0,605.0,646.0,211.0,9.0,0.0
27.7,53,800.0,526.0,561.1,274.0,12.1,0.5
27.5,58,689.0,487.0,546.5,202.0,12.7,0.6
27.1,48,577.0,400.0,499.6,177.0,10.1,0.2
26.8,35,426.0,277.0,412.2,149.0,7.6,0.0
26.2,28,266.0,134.0,260.6,132.0,7.3,0.0
25.4,26,165.0,99.0,293.0,66.0,6.4,0.0
24.1,20,60.0,28.0,180.6,32.0,3.3,0.0
24.1,14,4.0,1.0,20.1,3.0,2.1,0.0
22.2,9,0.0,0.0,0.0,0.0,2.3,0.0
20.6,11,0.0,0.0,0.0,0.0,4.6,0.0
20.8,11,0.0,0.0,0.0,0.0,4.6,0.0
20.5,10,0.0,0.0,0.0,0.0,3.3,0.0
20.0,14,0.0,0.0,0.0,0.0,2.2,0.0
19.5,10,0.0,0.0,0.0,0.0,4.0,0.0
18.9,14,0.0,0.0,0.0,0.0,4.6,0.0
18.4,23,0.0,0.0,0.0,0.0,5.1,0.0
19.3,25,3.0,0.0,0.0,3.0,2.9,0.0
20.4,40,70.0,32.0,218.9,38.0,2.7,0.0
22.2,44,189.0,106.0,322.2,83.0,1.8,0.0
23.6,46,333.0,205.0,405.2,128.0,1.6,0.0
24.7,34,413.0,275.0,413.7,138.0,1.8,0.0
25.8,56,578.0,390.0,490.7,188.0,5.2,0.2
25.9,59,561.0,382.0,430.6,179.0,7.0,0.2
26.4,61,609.0,398.0,425.4,211.0,6.9,0.2
26.4,57,581.0,345.0,368.3,236.0,6.5,0.3
26.8,46,483.0,269.0,302.1,214.0,8.7,0.3
26.3,93,552.0,366.0,457.6,186.0,8.8,0.0
25.0,82,343.0,90.0,134.1,253.0,3.7,0.1
23.2,96,264.0,144.0,280.6,120.0,5.5,0.8
23.0,76,115.0,30.0,89.1,85.0,0.8,0.1
21.8,100,63.0,21.0,136.6,42.0,3.1,0.2
21.4,99,3.0,0.0,0.0,3.0,3.1,0.4
21.1,100,0.0,0.0,0.0,0.0,2.2,0.5
20.3,100,0.0,0.0,0.0,0.0,3.4,1.7
19.8,45,0.0,0.0,0.0,0.0,3.1,1.5
19.4,43,0.0,0.0,0.0,0.0,1.4,0.0
18.7,46,0.0,0.0,0.0,0.0,1.1,0.0
19.2,43,0.0,0.0,0.0,0.0,0.4,0.0
19.1,100,0.0,0.0,0.0,0.0,1.1,0.0
18.7,100,0.0,0.0,0.0,0.0,2.3,0.0
18.4,100,3.0,0.0,0.0,3.0,0.8,0.0
19.3,75,79.0,40.0,277.6,39.0,3.4,0.0
20.8,27,225.0,141.0,431.1,84.0,4.0,0.0
22.3,32,401.0,281.0,557.3,120.0,3.4,0.0
23.9,25,564.0,421.0,634.7,143.0,2.0,0.0
25.3,48,648.0,460.0,579.7,188.0,2.9,0.0
25.4,26,678.0,461.0,520.3,217.0,4.9,0.1
26.0,41,712.0,504.0,539.3,208.0,3.9,0.1
26.4,35,748.0,536.0,572.8,212.0,4.8,0.1
26.6,31,707.0,539.0,605.9,168.0,7.4,0.0
26.8,29,651.0,504.0,630.8,147.0,8.7,0.0
26.1,45,492.0,356.0,531.1,136.0,6.9,0.1
25.6,43,351.0,241.0,470.5,110.0,3.9,0.1
25.1,27,199.0,121.0,360.6,78.0,3.2,0.0
22.9,17,79.0,38.0,249.5,41.0,4.7,0.0
20.9,9,4.0,1.0,20.7,3.0,6.5,0.0
19.5,4,0.0,0.0,0.0,0.0,5.7,0.0
20.0,5,0.0,0.0,0.0,0.0,3.0,0.0
18.9,7,0.0,0.0,0.0,0.0,2.4,0.0
17.4,11,0.0,0.0,0.0,0.0,3.9,0.0
16.7,10,0.0,0.0,0.0,0.0,4.1,0.0
19.0,10,0.0,0.0,0.0,0.0,3.0,0.0
18.8,7,0.0,0.0,0.0,0.0,2.9,0.0
18.4,7,0.0,0.0,0.0,0.0,2.3,0.0
18.1,8,3.0,0.0,0.0,3.0,1.8,0.0
19.1,7,79.0,40.0,281.8,39.0,1.1,0.0
21.3,15,234.0,158.0,486.0,76.0,1.8,0.0
23.1,18,389.0,289.0,575.2,100.0,0.5,0.0
24.5,23,538.0,418.0,631.6,120.0,1.9,0.0
25.4,44,652.0,510.0,643.7,142.0,3.6,0.2
25.9,27,672.0,463.0,523.2,209.0,3.1,0.1
26.5,17,737.0,549.0,588.0,188.0,2.6,0.0
27.0,39,787.0,622.0,665.3,165.0,5.2,0.0
27.1,28,715.0,518.0,582.9,197.0,4.6,0.0
24.7,36,423.0,233.0,292.0,190.0,6.6,1.6
24.2,30,405.0,266.0,397.4,139.0,10.5,0.1
24.5,15,349.0,244.0,477.4,105.0,8.0,0.0
24.2,16,218.0,145.0,433.9,73.0,5.4,0.0
22.2,6,83.0,43.0,285.2,40.0,4.5,0.0
21.4,6,4.0,1.0,21.1,3.0,4.6,0.0
20.2,2,0.0,0.0,0.0,0.0,4.1,0.0
20.3,2,0.0,0.0,0.0,0.0,3.3,0.0
19.6,3,0.0,0.0,0.0,0.0,2.3,0.0
18.9,1,0.0,0.0,0.0,0.0,3.9,0.0
18.3,0,0.0,0.0,0.0,0.0,2.3,0.0
17.8,0,0.0,0.0,0.0,0.0,2.8,0.0
16.4,0,0.0,0.0,0.0,0.0,4.4,0.0
15.3,1,0.0,0.0,0.0,0.0,5.8,0.0
15.4,3,3.0,0.0,0.0,3.0,4.7,0.0
17.0,1,85.0,44.0,314.9,41.0,5.1,0.0
20.2,0,251.0,175.0,541.5,76.0,3.3,0.0
23.1,0,441.0,343.0,685.1,98.0,2.2,0.0
25.5,0,619.0,505.0,764.9,114.0,1.0,0.0
27.3,0,768.0,644.0,814.3,124.0,2.3,0.0
28.4,0,877.0,745.0,842.9,132.0,4.2,0.0
29.2,8,930.0,793.0,850.3,137.0,5.2,0.0
29.4,17,900.0,743.0,795.6,157.0,5.4,0.0
29.7,7,782.0,623.0,701.8,159.0,2.9,0.0
29.8,13,700.0,565.0,708.8,135.0,2.6,0.0
29.5,10,573.0,445.0,666.0,128.0,3.5,0.0
29.3,11,410.0,309.0,606.1,101.0,3.0,0.0
27.9,5,241.0,165.0,495.8,76.0,3.7,0.0
24.6,3,87.0,45.0,301.7,42.0,6.7,0.0
23.1,3,4.0,1.0,21.4,3.0,5.8,0.0
21.4,3,0.0,0.0,0.0,0.0,6.1,0.0
21.2,3,0.0,0.0,0.0,0.0,5.1,0.0
20.6,5,0.0,0.0,0.0,0.0,4.8,0.0
19.9,10,0.0,0.0,0.0,0.0,4.6,0.0
19.3,8,0.0,0.0,0.0,0.0,4.7,0.0
19.1,11,0.0,0.0,0.0,0.0,3.6,0.0
18.1,90,0.0,0.0,0.0,0.0,3.7,0.0
18.9,72,0.0,0.0,0.0,0.0,1.8,0.0
18.9,26,2.0,0.0,0.0,2.0,2.3,0.0
20.5,87,72.0,30.0,218.1,42.0,3.6,0.0
22.4,98,143.0,42.0,130.8,101.0,1.8,0.0
23.3,75,189.0,37.0,74.2,152.0,3.6,1.2
23.3,76,331.0,172.0,261.1,159.0,2.1,2.0
23.1,99,327.0,133.0,168.5,194.0,3.4,1.4
22.8,83,214.0,55.0,62.3,159.0,0.4,0.1
23.2,75,423.0,187.0,200.7,236.0,1.8,1.4
24.0,54,548.0,254.0,272.3,294.0,0.5,0.1
27.1,49,692.0,462.0,521.0,230.0,3.8,0.0
25.9,78,543.0,290.0,364.3,253.0,6.6,0.2
24.6,50,346.0,166.0,248.9,180.0,4.7,1.3
24.5,58,310.0,174.0,342.2,136.0,1.6,0.1
21.9,100,179.0,87.0,262.6,92.0,3.3,3.8
20.7,93,69.0,27.0,183.2,42.0,5.9,2.6
19.9,40,3.0,0.0,0.0,3.0,2.3,0.0
19.8,24,0.0,0.0,0.0,0.0,3.2,0.0
19.0,10,0.0,0.0,0.0,0.0,2.3,0.0
18.4,8,0.0,0.0,0.0,0.0,3.1,0.0
17.6,100,0.0,0.0,0.0,0.0,2.9,0.0
16.4,100,0.0,0.0,0.0,0.0,4.7,0.0
16.4,97,0.0,0.0,0.0,0.0,4.7,0.0
15.8,55,0.0,0.0,0.0,0.0,6.9,0.0
15.9,29,0.0,0.0,0.0,0.0,4.8,0.0
16.2,32,2.0,0.0,0.0,2.0,3.7,0.0
17.9,27,71.0,32.0,236.5,39.0,3.5,0.0
20.6,43,207.0,129.0,404.2,78.0,3.0,0.0
23.2,10,414.0,305.0,613.6,109.0,2.5,0.0
25.0,37,575.0,443.0,674.2,132.0,2.7,0.0
26.3,56,683.0,506.0,642.0,177.0,9.8,0.0
25.8,50,645.0,426.0,483.3,219.0,10.8,0.1
24.1,71,718.0,455.0,489.0,263.0,9.2,1.5
24.5,19,620.0,338.0,362.7,282.0,7.4,0.0
24.4,62,761.0,574.0,648.1,187.0,8.5,0.1
25.1,49,552.0,294.0,369.8,258.0,5.2,0.0
25.1,86,493.0,332.0,498.6,161.0,7.3,0.0
22.4,63,274.0,142.0,280.0,132.0,6.5,2.0
22.0,50,215.0,109.0,330.6,106.0,6.2,0.1
20.8,33,62.0,26.0,178.6,36.0,2.6,0.0
20.8,12,3.0,0.0,0.0,3.0,4.0,0.0
20.3,6,0.0,0.0,0.0,0.0,3.2,0.0
19.4,4,0.0,0.0,0.0,0.0,2.1,0.0
18.3,1,0.0,0.0,0.0,0.0,2.3,0.0
17.5,100,0.0,0.0,0.0,0.0,2.7,0.0
16.4,98,0.0,0.0,0.0,0.0,4.5,0.0
16.1,100,0.0,0.0,0.0,0.0,5.4,0.0
16.2,42,0.0,0.0,0.0,0.0,4.7,0.0
15.8,49,0.0,0.0,0.0,0.0,5.2,0.0
15.8,69,2.0,0.0,0.0,2.0,4.1,0.0
17.6,34,73.0,28.0,210.5,45.0,4.3,0.0
20.7,17,228.0,140.0,441.5,88.0,3.1,0.0
23.2,37,402.0,281.0,567.4,121.0,4.0,0.0
24.9,46,558.0,414.0,631.6,144.0,0.8,0.0
25.7,39,599.0,428.0,544.0,171.0,4.0,0.0
26.3,35,716.0,511.0,580.6,205.0,7.6,0.0
26.8,43,733.0,535.0,575.7,198.0,7.5,0.0
26.4,39,674.0,475.0,510.3,199.0,9.4,0.0
24.8,38,638.0,419.0,473.7,219.0,5.5,0.0
25.4,84,554.0,379.0,477.5,175.0,7.2,0.6
24.3,59,323.0,150.0,225.7,173.0,2.8,1.3
24.1,77,320.0,181.0,357.9,139.0,1.9,0.4
22.9,46,141.0,68.0,207.3,73.0,2.6,0.7
22.2,43,62.0,23.0,160.0,39.0,3.6,0.1
20.7,50,2.0,0.0,0.0,2.0,4.6,0.1
21.4,38,0.0,0.0,0.0,0.0,2.8,0.0
20.7,37,0.0,0.0,0.0,0.0,2.3,0.0
19.9,35,0.0,0.0,0.0,0.0,3.4,0.1
19.3,31,0.0,0.0,0.0,0.0,3.6,0.1
18.9,36,0.0,0.0,0.0,0.0,2.8,0.0
19.8,35,0.0,0.0,0.0,0.0,3.4,0.0
